Model,Brand,Total Annual Energy Consumption (kWh/year),Appliance Type
SHS5AV5***,Bosch,269,Dishwasher
SHS5AVF***,Bosch,269,Dishwasher
SHV4AT5###,Bosch,269,Dishwasher
SHX4AT7###,Bosch,269,Dishwasher
SHX4AT5###,Bosch,269,Dishwasher
SHX4ATF###,Bosch,269,Dishwasher
SHE3AR7#UC,Bosch,269,Dishwasher
SHX3AR7#UC,Bosch,269,Dishwasher
SHV4ATB***,Bosch,269,Dishwasher
LUDWT30250,Breda,269,Dishwasher
LUDWT30155,Breda,269,Dishwasher
LUDWT30150,Breda,269,Dishwasher
LUDWA30155,Breda,269,Dishwasher
LUDWA30150,Breda,269,Dishwasher
HUI6220XCUS,Hisense,269,Dishwasher
HUI6230XCUS,Hisense,269,Dishwasher
TDPC4221***A,Tappan,269,Dishwasher
PFD102I,Miele,270,Dishwasher
PFD101U,Miele,270,Dishwasher
PFD101I,Miele,270,Dishwasher
PFD101,Miele,270,Dishwasher
PFD103SCIXXL,Miele,270,Dishwasher
PFD104SCVIXXL,Miele,270,Dishwasher
FFCD2418***A,Frigidaire,270,Dishwasher
FFCD2413***A,Frigidaire,270,Dishwasher
LDS504#***,LG,270,Dishwasher
LDS554#***,LG,270,Dishwasher
GDT53***P***,GE,270,Dishwasher
GDF64***N***,GE,270,Dishwasher
EIDW1815**,Electrolux,270,Dishwasher
PBT86***M***,GE Profile,270,Dishwasher
QDP55***N***,Haier,270,Dishwasher
GSD33**K****,GE,270,Dishwasher
GDF51***M***,GE,270,Dishwasher
GDT53***M***,GE,270,Dishwasher
GDF53***M***,GE,270,Dishwasher
GDT60***M***,GE,270,Dishwasher
GDF63***M***,GE,270,Dishwasher
GDT63***M***,GE,270,Dishwasher
GBT41***M***,GE Appliances,270,Dishwasher
GBT63***M***,GE Appliances,270,Dishwasher
GBF53***M***,GE Appliances,270,Dishwasher
GDF64***M***,GE,270,Dishwasher
GBF18***M***,GE Appliances,270,Dishwasher
DBP655**T***,GE Adora,270,Dishwasher
404.621.69,Ikea,270,Dishwasher
MBF42***M***,Moffat,270,Dishwasher
CDT800**N***,Café,270,Dishwasher
ZDT16***L***,Monogram,270,Dishwasher
GBF41***M***,GE Appliances,270,Dishwasher
WDF340PAM**,Whirlpool,270,Dishwasher
WDPA70SAM**,Whirlpool,270,Dishwasher
WDF331PAM**,Whirlpool,270,Dishwasher
WDT530HAM**,Whirlpool,270,Dishwasher
WDP560HAM**,Whirlpool,270,Dishwasher
ADB1400AM**,Amana,270,Dishwasher
GDPH4515***A,Frigidaire,270,Dishwasher
GDPP4515***A,Frigidaire,270,Dishwasher
FDSH4501***A,Frigidaire,270,Dishwasher
FDSH450L***A,Frigidaire,270,Dishwasher
JDPSS244L**,Jenn-Air,270,Dishwasher
JDPSG244L**,Jenn-Air,270,Dishwasher
JDPSS245L**,Jenn-Air,270,Dishwasher
JDPSS246L**,Jenn-Air,270,Dishwasher
MDB9979SK**,Maytag,270,Dishwasher
MDB9959SK**,Maytag,270,Dishwasher
MDB7959SK**,Maytag,270,Dishwasher
MDB8959SK**,Maytag,270,Dishwasher
MDB4949SK**,Maytag,270,Dishwasher
MDTS4224P**,Maytag,270,Dishwasher
MDPS4224R**,Maytag,270,Dishwasher
WDF331PAH**,Whirlpool,270,Dishwasher
804.621.67,Lagan,270,Dishwasher
KDTM804K***,KitchenAid,270,Dishwasher
KDPM804K***,KitchenAid,270,Dishwasher
KDTE304LPA*,KitchenAid,270,Dishwasher
KDTM704LPA*,KitchenAid,270,Dishwasher
KDTM404K***,KitchenAid,270,Dishwasher
KDFM404K***,KitchenAid,270,Dishwasher
KDFE104K***,KitchenAid,270,Dishwasher
KDFE204K***,KitchenAid,270,Dishwasher
KDTE204K***,KitchenAid,270,Dishwasher
PG8130I,Miele,270,Dishwasher
PG8130U,Miele,270,Dishwasher
PG8133SCVI,Miele,270,Dishwasher
KDTM604K***,KitchenAid,270,Dishwasher
KDPM604K***,KitchenAid,270,Dishwasher
KDTM704K***,KitchenAid,270,Dishwasher
KDPM704K***,KitchenAid,270,Dishwasher
GLDW12FWEA5A,Galanz,270,Dishwasher
GLDW12FSBA5A,Galanz,270,Dishwasher
EDSH4944***A,Electrolux,270,Dishwasher
905.222.84*A,Ikea,270,Dishwasher
605.222.85*A,Ikea,270,Dishwasher
905.045.72*A,Ikea,270,Dishwasher
WDF330PAH**,Whirlpool,270,Dishwasher
WDT730HAM**,Whirlpool,270,Dishwasher
WDP730HAM**,Whirlpool,270,Dishwasher
WDTA80SAK**,Whirlpool,270,Dishwasher
WDTA50SAK**,Whirlpool,270,Dishwasher
WDT750SAK**,Whirlpool,270,Dishwasher
WDT740SAL**,Whirlpool,270,Dishwasher
WDT970SAK**,Whirlpool,270,Dishwasher
WDT540HAM**,Whirlpool,270,Dishwasher
WDP540HAM**,Whirlpool,270,Dishwasher
587.146438J,Kenmore,270,Dishwasher
FFBD1831**,Frigidaire,270,Dishwasher
FFBD2420**,Frigidaire,270,Dishwasher
587.146428J,Kenmore,270,Dishwasher
587.146398J,Kenmore,270,Dishwasher
587.146498J,Kenmore,270,Dishwasher
587.146328J,Kenmore,270,Dishwasher
587.146338J,Kenmore,270,Dishwasher
FDPC4221****,Frigidaire,270,Dishwasher
SHX2AR##UC,Bosch,279,Dishwasher
LDS504#**,LG,279,Dishwasher
LDS556#**,LG,279,Dishwasher
LDS554#**,LG,279,Dishwasher
PFD401240VUSST,Miele,280,Dishwasher
PFD404208VUSST,Miele,280,Dishwasher
PFD404240VUSST,Miele,280,Dishwasher
PFD401208VUSST,Miele,280,Dishwasher
DD24DCHT*9,Fisher & Paykel,282,Dishwasher
DD24DHTI9,Fisher & Paykel,286,Dishwasher
GSM22**V****,GE,307,Dishwasher
XDF25***R***,Crosley,307,Dishwasher
GSD21**V****,GE,307,Dishwasher
HDF33***R***,Hotpoint,307,Dishwasher
GDF45***R***,GE,307,Dishwasher
HDA21**H****,Hotpoint,307,Dishwasher
HDF31***R***,Hotpoint,307,Dishwasher
WDP370PAH**,Whirlpool,307,Dishwasher
WTW87NH1UC,Bosch,123,Clothes Dryer
DV25B69**H*,Samsung,125,Clothes Dryer
TXI680WP,Miele,130,Clothes Dryer
TXR860WP,Miele,130,Clothes Dryer
TXD160WP,Miele,130,Clothes Dryer
WKHC142H*A,LG,135,Clothes Dryer
DLHC1455*,LG,135,Clothes Dryer
DV22N680*H*,Samsung,145,Clothes Dryer
DV22N685*H*,Samsung,145,Clothes Dryer
DHP24412W,Blomberg,149,Clothes Dryer
DHP24400W,Blomberg,149,Clothes Dryer
HPD24412W,Beko,149,Clothes Dryer
DV25B68**H*,Samsung,154,Clothes Dryer
DHP24404W,Blomberg,217,Clothes Dryer
HPD24414W,Beko,217,Clothes Dryer
DDY060WDB,Danby,224,Clothes Dryer
DV6400X,Splendide,235,Clothes Dryer
DV6500X,Splendide,235,Clothes Dryer
LDR3822P#**,Whirlpool,237,Clothes Dryer
QFD15ES*N***,Haier,246,Clothes Dryer
GFD14JS*N***,GE,246,Clothes Dryer
PSKS333EB***,GE,250,Clothes Dryer
PSKP333EB***,GE,250,Clothes Dryer
DV25B69**E*,Samsung,260,Clothes Dryer
DV25B68**E*,Samsung,260,Clothes Dryer
DVE22N685**,Samsung,260,Clothes Dryer
BDV7200X,Beko,260,Clothes Dryer
DV17600W,Blomberg,260,Clothes Dryer
PCVH480E****,GE,260,Clothes Dryer
DV22K680*E*,Samsung,260,Clothes Dryer
DCVH480E****,GE,260,Clothes Dryer
PCVH485E****,GE,260,Clothes Dryer
T208.V.W.U,Asko,260,Clothes Dryer
T411HS.W.U,Asko,260,Clothes Dryer
PCKS443EB#**,GE,270,Clothes Dryer
DLHC5502*,LG,270,Clothes Dryer
T208H.W.U,Asko,280,Clothes Dryer
LDHP24,Summit,280,Clothes Dryer
SLD242W,Summit,280,Clothes Dryer
LUDH92700,Breda,280,Clothes Dryer
DV53BB89**H*,Samsung,281,Clothes Dryer
WKHC202H*A,LG,299,Clothes Dryer
GLHD38WEA5C,Galanz,310,Clothes Dryer
GLHD38WEA5A,Galanz,310,Clothes Dryer
WSHD38WEA5C,Walsh,310,Clothes Dryer
WSHD38WEA5A,Walsh,310,Clothes Dryer
ASHD38WEA5C,Almison,310,Clothes Dryer
WLHD38WEA5A,Willz,310,Clothes Dryer
ASHD38WEA5A,Almison,310,Clothes Dryer
WLHD38WEA5C,Willz,310,Clothes Dryer
WT262700,Gaggenau,315,Clothes Dryer
WTG86403UC,Bosch,315,Clothes Dryer
WTG865H4UC,Bosch,315,Clothes Dryer
8120#,Kenmore,317,Clothes Dryer
DR4408SCH,Finlux,317,Clothes Dryer
DC240,AEG,317,Clothes Dryer
DDY040D3WDB,Danby,317,Clothes Dryer
DDY040D1DSDB,Danby,317,Clothes Dryer
HBFDR3206/HZ6023,Hamilton Beach,317,Clothes Dryer
FM4CD24W1,Fulgor Milano,317,Clothes Dryer
HBFDR3206,Hamilton Beach,317,Clothes Dryer
FLD40V0W,Avanti,317,Clothes Dryer
DR4400WSB,Finlux,317,Clothes Dryer
DR4405WCH,Finlux,317,Clothes Dryer
DR4409DSCH,Finlux,317,Clothes Dryer
QFT15ES*N***,Haier,317,Clothes Dryer
GFT14JS*M***,GE,317,Clothes Dryer
DE4024P2,Fisher & Paykel,317,Clothes Dryer
YWCD3090J**,Whirlpool,318,Clothes Dryer
YWCD5090J**,Whirlpool,318,Clothes Dryer
ELFE422C***,Electrolux,330,Clothes Dryer
DE4024P*FPCA,Fisher & Paykel,333,Clothes Dryer
T208C.W.U,Asko,335,Clothes Dryer
YWHD560CH**,Whirlpool,460,Clothes Dryer
DLHX4372*,LG,556,Clothes Dryer
GTD75ECML***,GE,580,Clothes Dryer
DLEX5500*,LG,606,Clothes Dryer
SWWE50*3,LG,606,Clothes Dryer
DLEX3900*,LG,606,Clothes Dryer
DLEX3700*,LG,606,Clothes Dryer
DLE3500*,LG,606,Clothes Dryer
DLE3095*,LG,606,Clothes Dryer
DLE7300*E,LG,606,Clothes Dryer
DLEX7300*E,LG,606,Clothes Dryer
DLE3090*,LG,606,Clothes Dryer
DLEX7900*E,LG,606,Clothes Dryer
DLE3400*,LG,606,Clothes Dryer
6177#,Kenmore,606,Clothes Dryer
6145#,Kenmore,606,Clothes Dryer
DLE7000*,LG,606,Clothes Dryer
DLEX3850*,LG,606,Clothes Dryer
WKE100H*A,LG,606,Clothes Dryer
DLEX8900*,LG,606,Clothes Dryer
DLEX8980*,LG,606,Clothes Dryer
DLEX7250*,LG,606,Clothes Dryer
DLEX7800*E,LG,606,Clothes Dryer
DLEX7880*E,LG,606,Clothes Dryer
DLE3450*,LG,606,Clothes Dryer
DLE7400*E,LG,606,Clothes Dryer
DLE3460*,LG,606,Clothes Dryer
DLE7060*E,LG,606,Clothes Dryer
WKEX200H*A,LG,606,Clothes Dryer
WSEX200H*A,LG,606,Clothes Dryer
DLE3600*,LG,606,Clothes Dryer
DLEX4000*,LG,606,Clothes Dryer
DLEX4200*,LG,606,Clothes Dryer
DLE7150*,LG,606,Clothes Dryer
DLEX4500*,LG,606,Clothes Dryer
8136#,Kenmore,606,Clothes Dryer
8146#,Kenmore,606,Clothes Dryer
8156#,Kenmore,606,Clothes Dryer
DLEX7650*E,LG,606,Clothes Dryer
DLEX7480*E,LG,606,Clothes Dryer
DLEX4080*,LG,606,Clothes Dryer
DLEX6700*,LG,606,Clothes Dryer
DLE7005*,LG,606,Clothes Dryer
DLEX6500*,LG,606,Clothes Dryer
DLE3470*,LG,606,Clothes Dryer
DLE6100*,LG,606,Clothes Dryer
SWWE50*4,LG,606,Clothes Dryer
WKEX300H*A,LG,606,Clothes Dryer
DLE7100*,LG,606,Clothes Dryer
DLEX4270*,LG,606,Clothes Dryer
DLEX5000*,LG,606,Clothes Dryer
DLEX5010*,LG,606,Clothes Dryer
DLEX5680*E,LG,606,Clothes Dryer
DLEY1701*E,LG,606,Clothes Dryer
DLE3170*,LG,606,Clothes Dryer
DLEX5780*E,LG,606,Clothes Dryer
DLE1501*,LG,606,Clothes Dryer
DLE1501*E,LG,606,Clothes Dryer
DLEX3370*,LG,606,Clothes Dryer
DLE3075*,LG,606,Clothes Dryer
DLEX4370*,LG,606,Clothes Dryer
DLE7200*E,LG,606,Clothes Dryer
DLEX7200*,LG,606,Clothes Dryer
DLEX5005*,LG,606,Clothes Dryer
DLEY1901*E,LG,606,Clothes Dryer
DLEX7600*,LG,606,Clothes Dryer
DLEX7600*E,LG,606,Clothes Dryer
DLE7050*,LG,606,Clothes Dryer
DLE3180*,LG,606,Clothes Dryer
DVE45N63***,Samsung,607,Clothes Dryer
DVE55M96***,Samsung,607,Clothes Dryer
DV45K76**E*,Samsung,607,Clothes Dryer
592-8969*,Kenmore,607,Clothes Dryer
592-8968*,Kenmore,607,Clothes Dryer
592-8967*,Kenmore,607,Clothes Dryer
DV50K75**E*,Samsung,607,Clothes Dryer
DV45K65**E*,Samsung,607,Clothes Dryer
DV45K62**E*,Samsung,607,Clothes Dryer
DVE45M55***,Samsung,607,Clothes Dryer
DVE54M87***,Samsung,607,Clothes Dryer
DVE52M86***,Samsung,607,Clothes Dryer
DVE52M77***,Samsung,607,Clothes Dryer
DVE60M99***,Samsung,607,Clothes Dryer
DV50K86**E*,Samsung,607,Clothes Dryer
MLE52N5AWW,Midea,608,Clothes Dryer
LE52N3AWWFR,L2,608,Clothes Dryer
LE52N3AWW,L2,608,Clothes Dryer
PTD60EB*R***,GE Profile,608,Clothes Dryer
GTD84EC*N***,GE,608,Clothes Dryer
GFD85ES*N***,GE,608,Clothes Dryer
GFD55ES*N***,GE,608,Clothes Dryer
GFD55ES*R***,GE,608,Clothes Dryer
PTD90EB*T***,GE Profile,608,Clothes Dryer
GFD65ES*V***,GE,608,Clothes Dryer
GTD72EB*N***,GE,608,Clothes Dryer
PTD70EB*T***,GE Profile,608,Clothes Dryer
GFV55ES*N***,GE,608,Clothes Dryer
GFD65ES*N***,GE,608,Clothes Dryer
DVE50R85***,Samsung,608,Clothes Dryer
DVE54R76***,Samsung,608,Clothes Dryer
DVE50A86***,Samsung,608,Clothes Dryer
DVE50A88***,Samsung,608,Clothes Dryer
DVE45T61***,Samsung,608,Clothes Dryer
DVE45T70***,Samsung,608,Clothes Dryer
DVE50T73***,Samsung,608,Clothes Dryer
DVE50T74***,Samsung,608,Clothes Dryer
DVE52T76***,Samsung,608,Clothes Dryer
DVE54R72***,Samsung,608,Clothes Dryer
DVE45R63***,Samsung,608,Clothes Dryer
DVE53BB89***,Samsung,608,Clothes Dryer
DVE50BG83***,Samsung,608,Clothes Dryer
DVE52B76***,Samsung,608,Clothes Dryer
DVE46BB67***,Samsung,608,Clothes Dryer
DVE51CG8005*,Samsung,608,Clothes Dryer
DVE45T6005*,Samsung,608,Clothes Dryer
DVE50A5405*,Samsung,608,Clothes Dryer
DVE46BG65***,Samsung,608,Clothes Dryer
DVE55CG7105*,Samsung,608,Clothes Dryer
DVE60A99***,Samsung,608,Clothes Dryer
DVE55A77***,Samsung,608,Clothes Dryer
DVE55A73***,Samsung,608,Clothes Dryer
DVE45B6305*,Samsung,608,Clothes Dryer
DVE53BB87***,Samsung,608,Clothes Dryer
DVE45A64***,Samsung,608,Clothes Dryer
DVE50A85***,Samsung,608,Clothes Dryer
DVE55CG75***,Samsung,608,Clothes Dryer
DVE54CG755**,Samsung,608,Clothes Dryer
DVE54CG7155*,Samsung,608,Clothes Dryer
NS-FDRE80W3***,Insignia,608,Clothes Dryer
MLE52N3AWW,Midea,608,Clothes Dryer
OME52N3AWW,Omnimax,609,Clothes Dryer
YWED6605M**,Whirlpool,609,Clothes Dryer
YWED7120H**,Whirlpool,609,Clothes Dryer
YMED8630H**,Maytag,609,Clothes Dryer
YMED6630H**,Maytag,609,Clothes Dryer
YMED5630H**,Maytag,609,Clothes Dryer
YWED9620H**,Whirlpool,609,Clothes Dryer
YWED8620H**,Whirlpool,609,Clothes Dryer
YWED6620H**,Whirlpool,609,Clothes Dryer
YWED5620H**,Whirlpool,609,Clothes Dryer
YNED5800H**,Amana,609,Clothes Dryer
YIED5900H**,Inglis,609,Clothes Dryer
YMED6630M**,Maytag,609,Clothes Dryer
YMED5630M**,Maytag,609,Clothes Dryer
YWED5605M**,Whirlpool,609,Clothes Dryer
YMED7230H**,Maytag,609,Clothes Dryer
MLE47A3AGG,Midea,619,Clothes Dryer
ELFE763C***,Electrolux,620,Clothes Dryer
ELFE753C***,Electrolux,620,Clothes Dryer
ELFE743C***,Electrolux,620,Clothes Dryer
EFDC317****,Electrolux,620,Clothes Dryer
EFMC427****,Electrolux,620,Clothes Dryer
EFMC527****,Electrolux,620,Clothes Dryer
EFMC627****,Electrolux,620,Clothes Dryer
ELFE733C***,Electrolux,620,Clothes Dryer
T411.VD.T.U,Asko,630,Clothes Dryer
T411.VD.W.U,Asko,630,Clothes Dryer
T611.VU.W.U,Asko,630,Clothes Dryer
DLE3050*,LG,639,Clothes Dryer
DLEX3360*,LG,639,Clothes Dryer
DLE3150*,LG,639,Clothes Dryer
DLEX3070*,LG,639,Clothes Dryer
DLEX5175*,LG,639,Clothes Dryer
DLEX3650*,LG,639,Clothes Dryer
DLEX3250*,LG,639,Clothes Dryer
DLE4870*,LG,639,Clothes Dryer
DLE1101*,LG,639,Clothes Dryer
DLEY1701*,LG,639,Clothes Dryer
DLEX5680*,LG,639,Clothes Dryer
DLEX8000*,LG,639,Clothes Dryer
DLE5070*,LG,639,Clothes Dryer
DLEX3570*,LG,639,Clothes Dryer
DLE4970*E,LG,639,Clothes Dryer
DLEX8500*,LG,639,Clothes Dryer
DLE4970*,LG,639,Clothes Dryer
DLEX7710*E,LG,639,Clothes Dryer
DLE5270*,LG,639,Clothes Dryer
DLEX9500*,LG,639,Clothes Dryer
DLEX9000*,LG,639,Clothes Dryer
DLEX7700*E,LG,639,Clothes Dryer
DLEY1201*,LG,639,Clothes Dryer
DLE1001*,LG,639,Clothes Dryer
DLEX2450*,LG,639,Clothes Dryer
DLEX3470*,LG,639,Clothes Dryer
DLEX8100*,LG,639,Clothes Dryer
YMED5430P**,Maytag,640,Clothes Dryer
YMEDP575G**,Maytag,640,Clothes Dryer
ZDE4****177C***,Huebsch,640,Clothes Dryer
YMED6230H**,Maytag,640,Clothes Dryer
YWED6120H**,Whirlpool,640,Clothes Dryer
YWED5100H**,Whirlpool,640,Clothes Dryer
YMEDP585G**,Maytag,640,Clothes Dryer
YWED4850H**,Whirlpool,640,Clothes Dryer
YMEDC465H**,Maytag,640,Clothes Dryer
YIED4671E**,Inglis,640,Clothes Dryer
YNED4655E#**,Amana,640,Clothes Dryer
YWED4815E#**,Whirlpool,640,Clothes Dryer
YWED49STB#**,Whirlpool,640,Clothes Dryer
YMED6200K**,Maytag,640,Clothes Dryer
YMED5430M**,Maytag,640,Clothes Dryer
YMED4500M**,Maytag,640,Clothes Dryer
YWED6150P**,Whirlpool,640,Clothes Dryer
YMED5030M**,Maytag,640,Clothes Dryer
YMED6500M**,Maytag,640,Clothes Dryer
YMEDP586G**,Maytag,640,Clothes Dryer
ZDE6H***178C***,Huebsch,640,Clothes Dryer
ZDEE9***178C***,Huebsch,640,Clothes Dryer
ZDE6H***177C***,Huebsch,640,Clothes Dryer
ZDEE9***177C***,Huebsch,640,Clothes Dryer
YWED5010L**,Whirlpool,640,Clothes Dryer
YWED5050L**,Whirlpool,640,Clothes Dryer
YMEDC555D#**,Maytag,640,Clothes Dryer
HTX22EBMK***,Hotpoint,640,Clothes Dryer
GTX22EBMK***,GE,640,Clothes Dryer
MTX22EBMR***,Moffat,640,Clothes Dryer
GTX22EBMR***,GE,640,Clothes Dryer
GTX33EBMR***,GE,640,Clothes Dryer
MTX22EBMK***,Moffat,640,Clothes Dryer
GTD32EBMP***,GE,640,Clothes Dryer
MLE47R5BWW,Midea,641,Clothes Dryer
LE43A3AWWFR,L2,641,Clothes Dryer
LE52N1BWWC,L2,641,Clothes Dryer
LE52N1BWWCFR,L2,641,Clothes Dryer
CFRE4120***,Frigidaire,641,Clothes Dryer
LE43A3AWW,L2,641,Clothes Dryer
MLE43A3AWW,Midea,641,Clothes Dryer
MLE47C3AWW,Midea,641,Clothes Dryer
NS-TDRE67W1-C,Insignia,641,Clothes Dryer
NS-TDRE75W1-C,Insignia,641,Clothes Dryer
MLE45N1BWWC,Midea,641,Clothes Dryer
NS-FDRE67WH8A-C,Insignia,642.63,Clothes Dryer
NS-FDRE67WH8A-C,Insignia,642.63,Clothes Dryer
NS-TDRE67W1-C,Insignia,642.63,Clothes Dryer
DV42H52**E*,Samsung,644,Clothes Dryer
DVE45M31***,Samsung,644,Clothes Dryer
DVE50N73***,Samsung,644,Clothes Dryer
DVE45N53***,Samsung,644,Clothes Dryer
DVE50B51***,Samsung,644,Clothes Dryer
DVE55CG71***,Samsung,644,Clothes Dryer
DVE54CG715**,Samsung,644,Clothes Dryer
DVE47CG35***,Samsung,644,Clothes Dryer
DVE50R52***,Samsung,644,Clothes Dryer
DVE45T62***,Samsung,644,Clothes Dryer
DVE45T6000*,Samsung,644,Clothes Dryer
DVE45B63***,Samsung,644,Clothes Dryer
DVE50R54***,Samsung,644,Clothes Dryer
DVE50T53***,Samsung,644,Clothes Dryer
DVE41A30***,Samsung,644,Clothes Dryer
DV40J300*E*,Samsung,644,Clothes Dryer
DV45K71**E*,Samsung,644,Clothes Dryer
DV45H70**E*,Samsung,644,Clothes Dryer
DV42H50**E*,Samsung,644,Clothes Dryer
592-8965*,Kenmore,644,Clothes Dryer
592-8962*,Kenmore,644,Clothes Dryer
592-8961*,Kenmore,644,Clothes Dryer
DVE45T602**,Samsung,644,Clothes Dryer
DVE45T34***,Samsung,644,Clothes Dryer
DVE45T32***,Samsung,644,Clothes Dryer
DVE51CG8000*,Samsung,644,Clothes Dryer
DVE52A55***,Samsung,644,Clothes Dryer
DVE50M74***,Samsung,644,Clothes Dryer
DVE45R61***,Samsung,644,Clothes Dryer
DVE50T52***,Samsung,644,Clothes Dryer
GTD65EBMK***,GE,650,Clothes Dryer
GTD65EBMR***,GE,650,Clothes Dryer
GTD69EB*T***,GE,650,Clothes Dryer
GTD42EBAK***,GE,650,Clothes Dryer
GTD45EBMK***,GE,650,Clothes Dryer
GTD45EBMR***,GE,650,Clothes Dryer
GTD40EBMR***,GE,650,Clothes Dryer
GTD46EDMN***,GE Adora,650,Clothes Dryer
GTD40EBMK***,GE,650,Clothes Dryer
DLEC855*,LG,934,Clothes Dryer
DLEC885*,LG,934,Clothes Dryer
DLEC888*,LG,934,Clothes Dryer
GUD24G*****,GE,132,Clothes Washer-Dryer
GUD27GE*N***,GE,140,Clothes Washer-Dryer
WGTLV27H**,Whirlpool,155,Clothes Washer-Dryer
WGT4027H**,Whirlpool,155,Clothes Washer-Dryer
GUD27G*****,GE,180,Clothes Washer-Dryer
WDV2200XCD,Splendide,320,Clothes Washer-Dryer
LUWM101H*A,LG Signature,330,Clothes Washer-Dryer
YWET4024H**,Whirlpool,356,Clothes Washer-Dryer
MLC31N5AWW,Midea,430,Clothes Washer-Dryer
BCW27MW,Black & Decker,430,Clothes Washer-Dryer
SRWD-COMBOSTAR-III,Solorock,430,Clothes Washer-Dryer
COMBI-110,Porter & Charles,430,Clothes Washer-Dryer
SMWD-78628,Nu National,430,Clothes Washer-Dryer
DWM120WDB-3,Danby,430,Clothes Washer-Dryer
WDC7200XCD,Splendide,493,Clothes Washer-Dryer
GFQ14ES*N***,GE,516,Clothes Washer-Dryer
YWFC8090G**,Whirlpool,520,Clothes Washer-Dryer
WM3488H*,LG,526,Clothes Washer-Dryer
WM3555H*A,LG,526,Clothes Washer-Dryer
WM3499H*A,LG,526,Clothes Washer-Dryer
PFQ97HS*V***,GE Profile,535,Clothes Washer-Dryer
ELTE730C***,Electrolux,670,Clothes Washer-Dryer
ELTE760C***,Electrolux,705,Clothes Washer-Dryer
WFC9820H**,Whirlpool,733,Clothes Washer-Dryer
GUD24E*****,GE,733,Clothes Washer-Dryer
WFC682CL**,Whirlpool,748,Clothes Washer-Dryer
GUD37EE*N***,GE,748,Clothes Washer-Dryer
GUD27EE*N***,GE,748,Clothes Washer-Dryer
GUD57EE*T***,GE,748,Clothes Washer-Dryer
GUV27E*****,GE,758,Clothes Washer-Dryer
GUD27E*****,GE,758,Clothes Washer-Dryer
GUD37E*****,GE,758,Clothes Washer-Dryer
YWET4027H**,Whirlpool,794,Clothes Washer-Dryer
FLCE752C***,Frigidaire,802,Clothes Washer-Dryer
WM3997H**,LG,825,Clothes Washer-Dryer
WM3998H*A,LG,1005,Clothes Washer-Dryer
CTW84X0W-IS,Avanti,15,Clothes Washer
MCLW84WI,Magic Clean,15,Clothes Washer
DWM030WDB-6,Danby,23,Clothes Washer
CV10DPWBL0RC0,Comfee,23,Clothes Washer
XQB32-1432YJ,Zeno,28,Clothes Washer
DWM065A1WDB-6,Danby,28,Clothes Washer
DWM055A1WDB-6,Danby,28,Clothes Washer
UWD1C*,LG,40,Clothes Washer
UWD1C*,LG Signature,40,Clothes Washer
LUWD1C*,LG Signature,40,Clothes Washer
RPW091-B,RCA,46,Clothes Washer
CV10DPGBL0RC0,Comfee,46,Clothes Washer
BPWM09W,Black & Decker,46,Clothes Washer
SMPW-7863,Nu National,46,Clothes Washer
CC09PWM,Commercial Care,46,Clothes Washer
PAN30SW,Panda,46,Clothes Washer
ELFW7337***,Electrolux,50,Clothes Washer
PAN638MH1,Panda,51,Clothes Washer
XQB45-VAS101,Richome,51,Clothes Washer
CTW14X0W-IS,Avanti,51,Clothes Washer
MCLW14WI,Magic Clean,51,Clothes Washer
BPWH13W,Black & Decker,51,Clothes Washer
XQB45-VAS103,Richome,51,Clothes Washer
WD100C*,LG,60,Clothes Washer
WD200C*,LG,60,Clothes Washer
WD205C*,LG,60,Clothes Washer
WD300C*,LG,60,Clothes Washer
WV60M99**A*-U,Samsung,60,Clothes Washer
EFLW427****,Electrolux,60,Clothes Washer
WV60A99**A*-U,Samsung,60,Clothes Washer
WV55M96**A*-U,Samsung,60,Clothes Washer
EFLW317****,Electrolux,60,Clothes Washer
RPW160-C,RCA,63,Clothes Washer
CV18DPWBL0RC0,Comfee,63,Clothes Washer
PAN50SWF2,Panda,63,Clothes Washer
STW16D0W,Avanti,63,Clothes Washer
SMPW-7866,Nu National,63,Clothes Washer
BPWM16W,Black & Decker,63,Clothes Washer
CP16N6HBL1RCM,Omnimax,63,Clothes Washer
ZWN63R***116C***,Huebsch,64,Clothes Washer
RPW302-C,RCA,65,Clothes Washer
CV35DPWBL0RC0,Comfee,65,Clothes Washer
STW30D0W,Avanti,65,Clothes Washer
BPW30MW,Black & Decker,65,Clothes Washer
DWM12C1WDB-6,Danby,65,Clothes Washer
SMW78610,Nu National,65,Clothes Washer
ZWNE9R**116C***,Huebsch,66,Clothes Washer
WTE7604XLW0,Beko,67,Clothes Washer
WM77120NBL01,Blomberg,67,Clothes Washer
ARWXF129W(NA).1,Splendide,67.2,Clothes Washer
RPW210-C,RCA,70,Clothes Washer
HBPW2003,Hamilton Beach,70,Clothes Washer
CV23DPWBL0RC0,Comfee,70,Clothes Washer
STW20D2P,Avanti,70,Clothes Washer
SMPW-7868,Nu National,70,Clothes Washer
BPWM20W,Black & Decker,70,Clothes Washer
PAN80SWR1,Panda,70,Clothes Washer
EFLS527****,Electrolux,75,Clothes Washer
MLH27N5AWWC,Midea,75,Clothes Washer
NS-FWM27W1-***,Insignia,75,Clothes Washer
NS-FWM27W1,Insignia,75,Clothes Washer
WF45K62**A*,Samsung,75,Clothes Washer
W4114C.T.U,Asko,75,Clothes Washer
W6124X.W.U,Asko,75,Clothes Washer
W2084.W.U,Asko,75,Clothes Washer
