Model,Brand,Total Annual Energy Consumption (kWh/year),Appliance Type
FGEC3045XXX,Frigidaire Gallery,254,Cooktop
EEG30101,Fotile,254,Cooktop
FFEC3025,Frigidaire,254,Cooktop
LCE3010SB,LG,255,Cooktop
LSCE305ST,LG,255,Cooktop
LCE3081ST,LG,255,Cooktop
LCE3681ST,LG,255,Cooktop
FGEC3048XXX,Frigidaire,256,Cooktop
NZ36K6430**,Samsung,258,Cooktop
NZ36K7570**,Samsung,258,Cooktop
NZ36R5330**,Samsung,258,Cooktop
AEC6540,Amana,258,Cooktop
JEC4424K,Jenn-Air,258,Cooktop
JEC3430H,Jenn-Air,258,Cooktop
JEC4430H,Jenn-Air,258,Cooktop
JEC4430K,Jenn-Air,258,Cooktop
JED4430K,Jenn-Air,258,Cooktop
JED3430G,Jenn-Air,258,Cooktop
JED4430G,Jenn-Air,258,Cooktop
JEC3536H,Jenn-Air,258,Cooktop
JEC4536K,Jenn-Air,258,Cooktop
JED4536K,Jenn-Air,258,Cooktop
JED3536G,Jenn-Air,258,Cooktop
JED4536G,Jenn-Air,258,Cooktop
MEC8830H,Maytag,258,Cooktop
MEC8836H,Maytag,258,Cooktop
W5CE1522F,Whirlpool,258,Cooktop
WCE52424A,Whirlpool,258,Cooktop
WCE55US4H,Whirlpool,258,Cooktop
WCE55US0H,Whirlpool,258,Cooktop
WCE77US0H,Whirlpool,258,Cooktop
WCE97US0H,Whirlpool,258,Cooktop
WCE97US0K,Whirlpool,258,Cooktop
WCE55US6H,Whirlpool,258,Cooktop
WCE77US6H,Whirlpool,258,Cooktop
WCE97US6K,Whirlpool,258,Cooktop
SEU122B,Smeg,258,Cooktop
SEU244ETB,Smeg,258,Cooktop
SEU304EMTB,Smeg,258,Cooktop
SEU365ETB,Smeg,258,Cooktop
KECC056R,KitchenAid,258,Cooktop
KCES550H,KitchenAid,258,Cooktop
KCES950H,KitchenAid,258,Cooktop
KCES950K,KitchenAid,258,Cooktop
KCED600G,KitchenAid,258,Cooktop
KCES556H,KitchenAid,258,Cooktop
KCES956H,KitchenAid,258,Cooktop
KCES956K,KitchenAid,258,Cooktop
KCED606G,KitchenAid,258,Cooktop
DE150FROUSS(OR1533U3S),Duura Elite,0.609,Refrigerator
DE240FROUSS(OR543U3S),Duura Elite,0.684,Refrigerator
DE240DROUSS(OR525U5D),Duura Elite,0.735,Refrigerator
VFR14PS-IS-R,Avanti,81,Refrigerator
DL12-EM**(US),Dimchae,92,Refrigerator
C40S2,Dometic,106,Refrigerator
CFX335,Dometic,106,Refrigerator
C40P2,Dometic,106,Refrigerator
C40S1,Dometic,106,Refrigerator
CFX345,Dometic,110,Refrigerator
DL18-EM**(US),Dimchae,110,Refrigerator
CFX325,Dometic,111,Refrigerator
DL22-EM**(US),Dimchae,122,Refrigerator
CFF35,Dometic,122,Refrigerator
CFF45,Dometic,131,Refrigerator
CFX355IM,Dometic,132,Refrigerator
EX100,Exit,140,Refrigerator
EX100.*,Exit,140,Refrigerator
WX876L,Worx,140,Refrigerator
WX876L.*,Worx,140,Refrigerator
EFBX100,Ecoflow,142,Refrigerator
C60P3,Dometic,145,Refrigerator
C60S1,Dometic,145,Refrigerator
C60P1,Dometic,145,Refrigerator
C60S2,Dometic,145,Refrigerator
C60S3,Dometic,145,Refrigerator
C60P2,Dometic,145,Refrigerator
NPR025YLJ0,Newair,148,Refrigerator
WTW25,Alpicool,148,Refrigerator
RB36*****,Fisher & Paykel,150,Refrigerator
RS2474S3**#,Fisher & Paykel,152,Refrigerator
DL127-EM**,Dimchae,158,Refrigerator
DEU2450R/ADA/*,Sub-Zero,159,Refrigerator
C40G2,Dometic,162,Refrigerator
C40G1,Dometic,162,Refrigerator
AU83ETWBR1RCM,Arctic King,167,Refrigerator
DEU2450R/*,Sub-Zero,168,Refrigerator
DEU2450RO/*,Sub-Zero,168,Refrigerator
CFX3100,Dometic,168,Refrigerator
MCF32,Mobicool,168,Refrigerator
LKIM08121*,LG,169,Refrigerator
GKIM08121*,Goldstar,169,Refrigerator
C60G1,Dometic,170,Refrigerator
C60G2,Dometic,170,Refrigerator
C60G3,Dometic,170,Refrigerator
MCF40,Mobicool,174,Refrigerator
FRK-Q12NAS,Daewoo,179,Refrigerator
FR-Q12RPSA,Daewoo,179,Refrigerator
FRK-Q12RPSA,Daewoo,179,Refrigerator
DEU1550B*/*,Sub-Zero,183,Refrigerator
RFR115,RCA,184,Refrigerator
EFR182,Frigidaire,184,Refrigerator
VSB36MS2F28,Vissani,184,Refrigerator
MRC05M4AWW,Midea,185,Refrigerator
DM50CD,Dometic,186,Refrigerator
DM50CF,Dometic,186,Refrigerator
DL18-EM***,Dimchae,189,Refrigerator
DL18-EM**(US),Dimchae,189,Refrigerator
DL22-EM**(US),Dimchae,190,Refrigerator
MPBV415-IS31A,Marvel,191,Refrigerator
MPWC415-IS31A,Marvel,191,Refrigerator
MPBV415-SS31A,Marvel,191,Refrigerator
MPWC415-SS31A,Marvel,191,Refrigerator
MLBV*15-IS01A,Marvel,192,Refrigerator
MLRE*15-IS01A,Marvel,192,Refrigerator
MLWC*15-IS01A,Marvel,192,Refrigerator
MLBV*15-SS01A,Marvel,192,Refrigerator
MLRE*15-SS01A,Marvel,192,Refrigerator
MORE*15-SS31A,Marvel,192,Refrigerator
MLWC*15-SS01A,Marvel,192,Refrigerator
LN15REF*,Lynx,192,Refrigerator
CWC54SS,AVG,192,Refrigerator
HWS54029BG,Hisense,192,Refrigerator
JC-138Y/HC,Hisense,192,Refrigerator
HWS54049SS,Hisense,192,Refrigerator
HWS54*49SS,Hisense,192,Refrigerator
JC-138WYA/HC1(H),Hisense,192,Refrigerator
HWS54029SS,Hisense,192,Refrigerator
HWS54*29SS,Hisense,192,Refrigerator
AR2406W,Avanti,193,Refrigerator
AR2416B,Avanti,193,Refrigerator
JC-128WY/HC1(H),Hisense,193,Refrigerator
HWD46029SS,Hisense,193,Refrigerator
HWD046***SS,Hisense,193,Refrigerator
UB501,Liebherr,195,Refrigerator
RFR320,RCA,195,Refrigerator
KKUF07-*,Kenmore,195,Refrigerator
MDUFC7SS,Vissani,195,Refrigerator
WFS-TG5-C1,Walton,195,Refrigerator
3.1SM6R,Danby One Plug,195,Refrigerator
3.1SM6R,Danby One Plug,195,Refrigerator
KKUF07-*,Koolatron,195,Refrigerator
MRU07B3AWW,Midea,195,Refrigerator
MRC070S0AWW,Midea,195,Refrigerator
043-1515-8,Master Chef,195,Refrigerator
3.1MF7R,Microfridge,195,Refrigerator
3.1MF7RS,Microfridge,195,Refrigerator
3.1MF7RW,Microfridge,195,Refrigerator
MPDR424-IS71A,Marvel,199,Refrigerator
MPDR424-SS71A,Marvel,199,Refrigerator
MODR*24-SS71A,Marvel,199,Refrigerator
VDUO5241DSS,Viking,199,Refrigerator
LN24DW*,Lynx,199,Refrigerator
TEOR242-G,Twin Eagles,199,Refrigerator
RF24DE4,DCS,199,Refrigerator
EFR100-BLACK-6COM,Frigidaire,200,Refrigerator
EFR115-PURPLE-6COM,Frigidaire,200,Refrigerator
EFR176-C-CORAL_AMZ-6COM,Frigidaire,200,Refrigerator
EFR176-RED-6COM,Frigidaire,200,Refrigerator
EFR176-MOONBM-6COM,Frigidaire,200,Refrigerator
EFR180-6COM,Frigidaire,200,Refrigerator
EFR100-D-BLACK,Frigidaire,200,Refrigerator
EFR115-B-RED-COM,Frigidaire,200,Refrigerator
EFR115-C-PURPLE-COM,Frigidaire,200,Refrigerator
EFR115-C-WHITE,Frigidaire,200,Refrigerator
EFR176-B-BLACK_HD,Frigidaire,200,Refrigerator
EFR176-C-BLACK,Frigidaire,200,Refrigerator
EFR176-C-BLUE,Frigidaire,200,Refrigerator
EFR176-CORAL,Frigidaire,200,Refrigerator
EFR176-C-RED,Frigidaire,200,Refrigerator
EFR176-MOONBM,Frigidaire,200,Refrigerator
EFR182-C,Frigidaire,200,Refrigerator
EFR115-C-BLUE,Frigidaire,200,Refrigerator
EFR115-B-GREEN_AMZ,Frigidaire,200,Refrigerator
EFR176-C-BLACK_AMZ,Frigidaire,200,Refrigerator
EFR176-C-CORAL_AMZ,Frigidaire,200,Refrigerator
EFR115-B-ORANGE,Frigidaire,200,Refrigerator
EFR176-BLUE-6COM,Frigidaire,200,Refrigerator
EFR115-RED-6COM,Frigidaire,200,Refrigerator
EFR115-BLACK_AMZ-6COM,Frigidaire,200,Refrigerator
EFR115-C-BLUE-COM,Frigidaire,200,Refrigerator
EFR176-BLACK-6COM,Frigidaire,200,Refrigerator
EFR115-WHITE-6COM,Frigidaire,200,Refrigerator
EFR176-CORAL-6COM,Frigidaire,200,Refrigerator
EFR176-WHITE-6COM,Frigidaire,200,Refrigerator
CCP30,My Coolman,200,Refrigerator
RM24T1B,Avanti,200,Refrigerator
RFR115-B-WHITE,RCA,200,Refrigerator
RFR115-C-BLUE,RCA,200,Refrigerator
RFR115-F-BLACK,RCA,200,Refrigerator
RFR160-C-PURPLE,RCA,200,Refrigerator
RFR160-C-RED,RCA,200,Refrigerator
RFR176-D-BLACK,RCA,200,Refrigerator
RFR115-C-BLACK-6COM,RCA,200,Refrigerator
SRB5290,Liebherr,200,Refrigerator
HBF1650-WHITE-6COM,Hamilton Beach,200,Refrigerator
HBF1650-BLACK-6COM,Hamilton Beach,200,Refrigerator
HBF1600-BLUE-6COM,Hamilton Beach,200,Refrigerator
HBF1600-CREAM-6COM,Hamilton Beach,200,Refrigerator
KBC46-W,Koolatron,200,Refrigerator
NS-UZ14WH0,Insignia,204,Refrigerator
NS-UZ14SS0,Insignia,204,Refrigerator
MU138SWAR1RC1,Midea,204,Refrigerator
MRU14B3ASL,Midea,204,Refrigerator
FFFFD1933-28RS,Forno,204,Refrigerator
FFFFD1933-28LS,Forno,204,Refrigerator
LRU14F3ASTC,L2,204,Refrigerator
LRU14F3AWWC,L2,204,Refrigerator
3730-937,Omnimax,204,Refrigerator
MPWC415-SG31A,Marvel,205,Refrigerator
MPWC415-IG31A,Marvel,205,Refrigerator
UPR513,Liebherr,205,Refrigerator
AT16B,Attitude,205,Refrigerator
EFR180,Frigidaire,206,Refrigerator
EFR182,Frigidaire,206,Refrigerator
EFR100,Frigidaire,206,Refrigerator
EFR115,Frigidaire,206,Refrigerator
EFR176,Frigidaire,206,Refrigerator
RFR115,RCA,206,Refrigerator
RFR160,RCA,206,Refrigerator
RFR176,RCA,206,Refrigerator
RFR180,RCA,206,Refrigerator
DL22B-ES**,Dimchae,206,Refrigerator
DL227-PM**,Dimchae,206,Refrigerator
800-129V80BK,Homcom,206,Refrigerator
800-129V80WT,Homcom,206,Refrigerator
CCF-17,Cuisinart,207,Refrigerator
MCBR170BF,Magic Chef,207,Refrigerator
DCR016A3*,Danby Designer,207,Refrigerator
DCR016A3*,Danby,207,Refrigerator
MR121S,TCL,207,Refrigerator
IRF17WH,Igloo,207,Refrigerator
IRF17BK,Igloo,207,Refrigerator
IRF17SS,Igloo,207,Refrigerator
WHS-65LSS1,Midea,207,Refrigerator
MRM16B2ABB,Midea,207,Refrigerator
043-0288-4,Master Chef,207,Refrigerator
043-1501-0,Master Chef,207,Refrigerator
REFHB170WE,Hamilton Beach,207,Refrigerator
RF-164SS,SPT,207,Refrigerator
KBC-46SS,Koolatron,207,Refrigerator
4NA7Z20000010,Alcove,207,Refrigerator
FCR17SCVBKA,Farberware,207,Refrigerator
FCR17SCSBKA,Farberware,207,Refrigerator
FCR17SCSBSA,Farberware,207,Refrigerator
FCR17SCBBKB,Farberware,207,Refrigerator
BTRFBC50-WD-US,Bestek,207,Refrigerator
CP47178ES,Continental Electric,207,Refrigerator
CE61172MX,Continental Electric,207,Refrigerator
DF1-07*,Fancy Gourmet,207,Refrigerator
FCR17SCBBKA,Farberware,207,Refrigerator
MCR170BEF,Magic Chef,208,Refrigerator
DAR022A1BDB,Danby,208,Refrigerator
DAR022A1SLDB,Danby,208,Refrigerator
HME02GGM****,Hotpoint,208,Refrigerator
K31222UI,Miele,208,Refrigerator
GL17BK,Galanz,208,Refrigerator
GL17WE,Galanz,208,Refrigerator
GLR17MRDR09,Galanz,208,Refrigerator
UR500,Liebherr,208,Refrigerator
FR100I,Igloo,208,Refrigerator
FR115I,Igloo,208,Refrigerator
FR180I,Igloo,208,Refrigerator
FR176,Igloo,208,Refrigerator
2P1BF16,Perfect Aire,208,Refrigerator
WMS017M6XBE,Hisense,208,Refrigerator
RC16C1GBE,Hisense,208,Refrigerator
RC16C1G*E,Hisense,208,Refrigerator
RC16C1G*E,Hisense,208,Refrigerator
HMS016M6RVE,Hisense,208,Refrigerator
WMS017M6XVE,Hisense,208,Refrigerator
HS-65LN(NA)TILLREDAN,Ikea,208,Refrigerator
REFHB17B,Hamilton Beach,208,Refrigerator
REFHB17W,Hamilton Beach,208,Refrigerator
2AW1BF16A,Arctic Wind,208,Refrigerator
2AW1SLF16A,Arctic Wind,208,Refrigerator
CRR16S3ABB,Comfee,208,Refrigerator
CRR16S3ARD,Comfee,208,Refrigerator
WLR17**E,Willz,208,Refrigerator
FR17,Upstreman,208,Refrigerator
FRS17,Upstreman,208,Refrigerator
FR17-WHITE,Upstreman,208,Refrigerator
FR17-RED,Upstreman,208,Refrigerator
FR17-BLUE,Upstreman,208,Refrigerator
RD-175BK,Contoure,208,Refrigerator
BCRK17V,Black & Decker,209,Refrigerator
BCRK17W,Black & Decker,209,Refrigerator
BCRK17B,Black & Decker,209,Refrigerator
VBUI5151GSS,Viking,209,Refrigerator
VWUI5151GSS,Viking,209,Refrigerator
MLBV*15-IG01A,Marvel,209,Refrigerator
MLRE*15-IG01A,Marvel,209,Refrigerator
MLBV*15-SG01A,Marvel,209,Refrigerator
MLRE*15-SG01A,Marvel,209,Refrigerator
MLWC*15-SG01A,Marvel,209,Refrigerator
MLWC*15-IG01A,Marvel,209,Refrigerator
MORE*15-SS01A,Marvel,209,Refrigerator
MPBV415-IG31A,Marvel,209,Refrigerator
MPBV415-SG31A,Marvel,209,Refrigerator
ERAR88RED,Epic,209,Refrigerator
ERAR88SVR,Epic,209,Refrigerator
ERAR88TIF,Epic,209,Refrigerator
LN15WINE*,Lynx,209,Refrigerator
EFR285-6COM,Frigidaire,210,Refrigerator
EFR285-C,Frigidaire,210,Refrigerator
FAB5UL*,Smeg,210,Refrigerator
FAB5UR*,Smeg,210,Refrigerator
FR-028RCN*,Daewoo,210,Refrigerator
RFR283-D-BLACK,RCA,210,Refrigerator
RFR283-F-STAINLESS,RCA,210,Refrigerator
RFR283-B-WHITE,RCA,210,Refrigerator
RFR283-BLACK-6COM,RCA,210,Refrigerator
RFR283-WHITE-6COM,RCA,210,Refrigerator
RFR283-STAINLESS-6COM,RCA,210,Refrigerator
LRONC0605*,LG,210,Refrigerator
NS-CFR23C1,Insignia,210,Refrigerator
DCW180,Makita,210,Refrigerator
NS-CFR23******,Insignia,210,Refrigerator
MRU14F2AWW,Midea,211,Refrigerator
DSD-507WMU,Smad,211,Refrigerator
ID-24R*,Sub-Zero,213,Refrigerator
33NR74,Dayton,213,Refrigerator
33NR72,Dayton,213,Refrigerator
LRONC1414*,LG,213,Refrigerator
ARM024S1ARSV,Arctic King,213,Refrigerator
VSR27MS1E01,Vissani,214,Refrigerator
CCF-27,Cuisinart,214,Refrigerator
FRPR2712AB,Frigidaire,214,Refrigerator
WHR27BKE,Whirlpool,214,Refrigerator
HRC2731ACB,Haier,214,Refrigerator
HRC2731ACW,Haier,214,Refrigerator
RM27B2P,Avanti,214,Refrigerator
RM27B3S,Avanti,214,Refrigerator
MR221S,TCL,214,Refrigerator
IRF27WH,Igloo,214,Refrigerator
IRF27BK,Igloo,214,Refrigerator
IRF27SS,Igloo,214,Refrigerator
REFHB270BE,Hamilton Beach,214,Refrigerator
FCR27SCVBKA,Farberware,214,Refrigerator
FCR27SCSBKA,Farberware,214,Refrigerator
FCR27SCSBSA,Farberware,214,Refrigerator
FCR27SCBBKA,Farberware,214,Refrigerator
2AW1BF26A,Arctic Wind,215,Refrigerator
2AW1SLF26A,Arctic Wind,215,Refrigerator
KBC88-W-CH,Koolatron,215,Refrigerator
NS-CFR25C2,Insignia,215,Refrigerator
NS-CFR25*****,Insignia,215,Refrigerator
BCRK25W,Black & Decker,215,Refrigerator
BCRK25B,Black & Decker,215,Refrigerator
BCRK25V,Black & Decker,215,Refrigerator
EFR376-CORAL-6COM,Frigidaire,215,Refrigerator
EFR376-WHITE-6COM,Frigidaire,215,Refrigerator
EFR321-AMZ-6COM,Frigidaire,215,Refrigerator
EFR376-MOONBM-6COM,Frigidaire,215,Refrigerator
EFR323-C,Frigidaire,215,Refrigerator
EFR376-B-CORAL,Frigidaire,215,Refrigerator
EFR376-C-MOONBM,Frigidaire,215,Refrigerator
EFR376-C-PINK,Frigidaire,215,Refrigerator
EFR376-D-BLACK,Frigidaire,215,Refrigerator
EFR376-D-BLUE,Frigidaire,215,Refrigerator
EFR376-D-RED,Frigidaire,215,Refrigerator
EFR376-D-WHITE,Frigidaire,215,Refrigerator
EFR331-C-BLACK,Frigidaire,215,Refrigerator
EFR331-C-WHITE,Frigidaire,215,Refrigerator
EFR376-B-BLUE-6COM,Frigidaire,215,Refrigerator
EFR376-BLACK-6COM,Frigidaire,215,Refrigerator
EFR376-B-RED-6COM,Frigidaire,215,Refrigerator
EFR376-PINK-6COM,Frigidaire,215,Refrigerator
EFR331-BLACK-6COM,Frigidaire,215,Refrigerator
EFR331-WHITE-6COM,Frigidaire,215,Refrigerator
HCBR265***,Magic Chef,215,Refrigerator
HSR265***,Magic Chef,215,Refrigerator
DEU2450B*/ADA/*,Sub-Zero,215,Refrigerator
FR-044RCN*,Daewoo,215,Refrigerator
HME03GGM****,Hotpoint,215,Refrigerator
NFT050GA00,Newair,215,Refrigerator
NFT050GN00,Newair,215,Refrigerator
NFT050MB00,Newair,215,Refrigerator
RR14T7414**,Samsung,215,Refrigerator
RFR322-C-6COM,RCA,215,Refrigerator
RFR320-BLACK-6COM,RCA,215,Refrigerator
RFR320-WHITE-6COM,RCA,215,Refrigerator
RFR376-D-RED,RCA,215,Refrigerator
RFR320-C-LIME,RCA,215,Refrigerator
RFR320-D-BLACK,RCA,215,Refrigerator
RFR320-E-ORANGE,RCA,215,Refrigerator
RFR321-E-BLACK,RCA,215,Refrigerator
RFR322-C,RCA,215,Refrigerator
RFR321-E-WHITE,RCA,215,Refrigerator
RFR321-A-PURPLE,RCA,215,Refrigerator
RFR320-D-PURPLE,RCA,215,Refrigerator
RFR321-D-BLUE,RCA,215,Refrigerator
RFR376-BLUE,RCA,215,Refrigerator
RFR320-D-BLUE,RCA,215,Refrigerator
RFR321-BLACK-6COM,RCA,215,Refrigerator
RFR335-6COM,RCA,215,Refrigerator
RFR320-B-LIME-6COM,RCA,215,Refrigerator
RFR320-C-PURPLE-6COM,RCA,215,Refrigerator
RFR321-C-PURPLE-6COM,RCA,215,Refrigerator
DL12-EM**(US),Dimchae,215,Refrigerator
RC26C1GBE,Hisense,215,Refrigerator
REFSB27*,Sunbeam,215,Refrigerator
2P1BF26,Perfect Aire,215,Refrigerator
WMS026M6XBE,Hisense,215,Refrigerator
RC26C1GBE,Hisense,215,Refrigerator
HBF3200-CORAL,Hamilton Beach,215,Refrigerator
HBF3200-RED-6COM,Hamilton Beach,215,Refrigerator
HBF3210-BLACK-6COM,Hamilton Beach,215,Refrigerator
HBF3210-WHITE-6COM,Hamilton Beach,215,Refrigerator
NS-CF26BL7-C,Insignia,215,Refrigerator
NS-CF26BL7-C,Insignia,215,Refrigerator
EFR376,Frigidaire,216,Refrigerator
EFR331,Frigidaire,216,Refrigerator
EFR323,Frigidaire,216,Refrigerator
RFR335,RCA,216,Refrigerator
RFR320,RCA,216,Refrigerator
RFR321,RCA,216,Refrigerator
RFR322,RCA,216,Refrigerator
RFR376,RCA,216,Refrigerator
VDUI5241DSS,Viking,217,Refrigerator
ID-27R,Sub-Zero,217,Refrigerator
MLDR*24-IS61A,Marvel,217,Refrigerator
MLDR*24-SS61A,Marvel,217,Refrigerator
EFR323,Frigidaire,218,Refrigerator
EFR376-B-PINK,Frigidaire,218,Refrigerator
EFR376-C-WHITE,Frigidaire,218,Refrigerator
EFR331-B-WHITE,Frigidaire,218,Refrigerator
FPRU19F8W*,Frigidaire,218,Refrigerator
KKCF05-*,Kenmore,218,Refrigerator
EFR376-C-BLACK,Frigidaire,218,Refrigerator
EFR331-B-BLACK,Frigidaire,218,Refrigerator
EFR376-CORAL,Frigidaire,218,Refrigerator
EFR376-B-RED,Frigidaire,218,Refrigerator
EFR376-B-BLUE,Frigidaire,218,Refrigerator
EFR376-B-MOONBM,Frigidaire,218,Refrigerator
EFR323_QVC,Frigidaire,218,Refrigerator
EFR321-AMZ,Frigidaire,218,Refrigerator
DBCR031WB31,Danby,218,Refrigerator
DBCR031BB31,Danby,218,Refrigerator
DBCR031SB31,Danby,218,Refrigerator
GLR33MBKR29,Galanz,218,Refrigerator
GLR33MBKE02,Galanz,218,Refrigerator
GLR33MWEE02,Galanz,218,Refrigerator
GLR33MRDR29,Galanz,218,Refrigerator
EI33AR80W*,Electrolux,218,Refrigerator
RFR322-B,RCA,218,Refrigerator
RFR320-WHITE,RCA,218,Refrigerator
RFR320-LIME,RCA,218,Refrigerator
RFR320-B-BLACK,RCA,218,Refrigerator
RFR326-BLACK,RCA,218,Refrigerator
RFR335-B,RCA,218,Refrigerator
RFR321-B-BLACK,RCA,218,Refrigerator
RFR320-C-ORANGE,RCA,218,Refrigerator
RFR321-B-WHITE,RCA,218,Refrigerator
RFR320-B-BLUE,RCA,218,Refrigerator
HBR33MBKE02,Hamilton Beach,218,Refrigerator
HBR33MWEE02,Hamilton Beach,218,Refrigerator
KKCF05-*,Koolatron,218,Refrigerator
DCR032A2WDD,Designer,218,Refrigerator
DCR032A2BDD,Designer,218,Refrigerator
DCR032A2BSLDD,Designer,218,Refrigerator
VRUO5241DRSS,Viking,219,Refrigerator
VRUO5241DLSS,Viking,219,Refrigerator
HMR330SEF,Magic Chef,219,Refrigerator
MLBV*24-IS01A,Marvel,219,Refrigerator
MLRE*24-IS01A,Marvel,219,Refrigerator
MLWC*24-IS01A,Marvel,219,Refrigerator
MLBV*24-SS01A,Marvel,219,Refrigerator
MLRE*24-SS01A,Marvel,219,Refrigerator
MORE*24-SS*1A,Marvel,219,Refrigerator
MLWC*24-SS01A,Marvel,219,Refrigerator
MLRE*24-SS11A,Marvel,219,Refrigerator
MLRE*24-IS11A,Marvel,219,Refrigerator
MLRE*24-SS21A,Marvel,219,Refrigerator
MLRE*24-IS21A,Marvel,219,Refrigerator
RFR321,RCA,219,Refrigerator
RFR322,RCA,219,Refrigerator
FR320,Igloo,219,Refrigerator
FR321,Igloo,219,Refrigerator
FR322,Igloo,219,Refrigerator
FR326,Igloo,219,Refrigerator
FR326M,Igloo,219,Refrigerator
FR320I,Igloo,219,Refrigerator
FR321I,Igloo,219,Refrigerator
FR322I,Igloo,219,Refrigerator
FR328B,Igloo,219,Refrigerator
FR329,Igloo,219,Refrigerator
FR376,Igloo,219,Refrigerator
3589-DL,Fire Magic,219,Refrigerator
3589-DR,Fire Magic,219,Refrigerator
SFR328-B,Sylvania,219,Refrigerator
RF24*E4,DCS,219,Refrigerator
NDWC*15**G*1*,Northland,219,Refrigerator
TEOR24-G,Twin Eagles,219,Refrigerator
LN24REF*,Lynx,219,Refrigerator
WBR33**,West Bend,220,Refrigerator
RD-335BK,Contoure,220,Refrigerator
FCR33SCBBKA,Farberware,220,Refrigerator
BCRK32V,Black & Decker,220,Refrigerator
BCRK32W,Black & Decker,220,Refrigerator
BCRK32B,Black & Decker,220,Refrigerator
FFPE3322UM,Frigidaire,220,Refrigerator
DCR033B1SLM,Danby Diplomat,220,Refrigerator
DCR033B2BM,Danby Diplomat,220,Refrigerator
DCR033B2WM,Danby Diplomat,220,Refrigerator
DCR033B2SLM,Danby Diplomat,220,Refrigerator
DCR033B2BM,Danby Diplomat,220,Refrigerator
DCR033B2WM,Danby Diplomat,220,Refrigerator
DCR033B2SLM-6,Danby Diplomat,220,Refrigerator
DCR033B2SLM,Danby Diplomat,220,Refrigerator
RM3306W,Avanti,220,Refrigerator
RM3316B,Avanti,220,Refrigerator
NRF033BK00,Newair,220,Refrigerator
NRF033GA00,Newair,220,Refrigerator
NRF033****,Newair,220,Refrigerator
HH#3760-144,Classic,220,Refrigerator
HH#3760-161,Classic,220,Refrigerator
LRONC0705*,LG,220,Refrigerator
MR321S,TCL,220,Refrigerator
GLR35RDER,Galanz,220,Refrigerator
GLR35BKER,Galanz,220,Refrigerator
GL35BK,Galanz,220,Refrigerator
GLR35**E,Galanz,220,Refrigerator
IRF33WH,Igloo,220,Refrigerator
IRF33BK,Igloo,220,Refrigerator
IRF33SS,Igloo,220,Refrigerator
RC33C1GBE,Hisense,220,Refrigerator
RC33C1G*E,Hisense,220,Refrigerator
WMS033M6XBE,Hisense,220,Refrigerator
MRM33S4AWWC,Midea,220,Refrigerator
MRM33S4ASLC,Midea,220,Refrigerator
MRM33B4ABB,Midea,220,Refrigerator
AFRM033AES,Arctic King,220,Refrigerator
ARU33B1AWW,Arctic King,220,Refrigerator
ARU33B1ABB,Arctic King,220,Refrigerator
043-0289-2,Master Chef,220,Refrigerator
399-8371-0,Master Chef,220,Refrigerator
043-1502-8,Master Chef,220,Refrigerator
WMS033M6XVE,Hisense,220,Refrigerator
BC-93A/HC1(H),Hisense,220,Refrigerator
RC33C1G*E,Hisense,220,Refrigerator
REFHB330WE,Hamilton Beach,220,Refrigerator
REFHB330BE,Hamilton Beach,220,Refrigerator
NDBV*15**G*1*1,Northland,220,Refrigerator
CCR33CE1B,Criterion,220,Refrigerator
CRR33S3ABB,Comfee,220,Refrigerator
CRR33S3ARD,Comfee,220,Refrigerator
KBC-88W,Koolatron,220,Refrigerator
KBC-88B,Koolatron,220,Refrigerator
NS-CF33BK3,Insignia,220,Refrigerator
NS-CF33BK3-C,Insignia,220,Refrigerator
NS-CF33BK#***,Insignia,220,Refrigerator
NS-CF33SS3,Insignia,220,Refrigerator
NS-CF33SS3-C,Insignia,220,Refrigerator
NS-CF33SS#***,Insignia,220,Refrigerator
FCR33SCVBKA,Farberware,220,Refrigerator
FCR33SCSBKA,Farberware,220,Refrigerator
FCR33SCSBSA,Farberware,220,Refrigerator
800-070,Homcom,220,Refrigerator
800-070WT,Homcom,220,Refrigerator
DF1-11S*,Fancy Gourmet,220,Refrigerator
MCBR350BEF,Magic Chef,221,Refrigerator
MCBR350WEF,Magic Chef,221,Refrigerator
HMBR350SEF,Magic Chef,221,Refrigerator
ID-30R,Sub-Zero,221,Refrigerator
DAR017A2*,Danby Designer,221,Refrigerator
DAR017A2BDD-3,Danby Designer,221,Refrigerator
DAR017A3BDB,Danby,221,Refrigerator
DAR017A3BDB-6,Danby,221,Refrigerator
DAR017A3WDB,Danby,221,Refrigerator
DAR017A3BSLDB,Danby,221,Refrigerator
DAR017A3BSLDB-6,Danby,221,Refrigerator
043-2383-4,Master Chef,221,Refrigerator
043-7009-8,Vida,221,Refrigerator
2.3MF4R,Microfridge,223,Refrigerator
2.3MF4R*,Microfridge,223,Refrigerator
UORE115-SS01A,U-Line,225,Refrigerator
UORE115-SS31A,U-Line,225,Refrigerator
OR1533U3S,Avanti,225,Refrigerator
DCF070A5WCDB,Danby,225,Refrigerator
EFR492,Frigidaire,226,Refrigerator
EFR492-6COM,Frigidaire,226,Refrigerator
DCR044A2*,Danby Designer,226,Refrigerator
DCR044A2BDD,Danby Designer,226,Refrigerator
DCR044A2WDD,Danby Designer,226,Refrigerator
33NR80,Dayton,226,Refrigerator
DCR044A4*,Danby,226,Refrigerator
RFR441-6COM,RCA,226,Refrigerator
RFR465-6COM,RCA,226,Refrigerator
